aay	Ama	Ance	Antp	apt	Blimp-1	bmm	bowl	brk	Btk29A	bun	cad	CenG1A	CG10479	CG11208	CG14427	CG17724	CG17786	CG43394	CG8147	cnc	croc	Cyp310a1	D	dan	danr	Dfd	disco	Doc2	Doc3	dpn	edl	ems	erm	Esp	E(spl)m5-HLH	eve	exex	fj	fkh	ftz	gk	gt	h	hb	hkb	htl	Ilp4	ImpE2	ImpL2	ken	kni	knrl	Kr	lok	Mdr49	Mes2	MESR3	mfas	Nek2	NetA	noc	nub	numb	oc	odd	peb	prd	pxb	rau	rho	run	sna	srp	tkv	tll	toc	Traf4	trn	tsh	twi	zen	zen2	zfh1
0.133686	0.048887	0.055909	0.256388	0.192873	0.179374	0.216425	0.179487	0.456111	0.185206	0.195349	0.351913	0.205033	0.046289	0.328976	0.145247	0.188511	0.138647	0.008553	0.076014	0.193467	0.249359	0.05992	0.159933	0.570683	0.459237	0.207898	0.322465	0.044568	0.306609	0.07065	0.09883	0.112791	0.092981	0.498156	0.158837	0.435081	0.139825	0.119706	0.055063	0.087034	0.368734	0.041246	0.410232	0.10158	0.139247	0.094636	0.028697	0.099305	0.641124	0.114232	0.068593	0.076467	0.499625	0.598225	0.155012	0.094881	0.647301	0.745146	0.290199	0.035589	0.043232	0.039574	0.178072	0.091053	0.063517	0.21681	0.172783	0.095362	0.089335	0.280525	0.661116	0.068707	0.099214	0.145948	0.04874	0.109922	0.209186	0.107884	0.678905	0.089327	0.08553	0.21104	0.170651
0.125902	0.063891	0.043476	0.243417	0.262229	0.160332	0.328354	0.219367	0.437505	0.208545	0.164356	0.347641	0.186086	0.092937	0.401705	0.192211	0.23693	0.202049	0.009845	0.136171	0.257323	0.160092	0.04247	0.194295	0.567552	0.640744	0.224515	0.382044	0.050754	0.259075	0.044639	0.080429	0.145594	0.260662	0.381672	0.164357	0.173787	0.186471	0.132595	0.043307	0.317606	0.461241	0.050265	0.273523	0.105441	0.115426	0.079956	0.040722	0.155639	0.409347	0.125788	0.103209	0.095367	0.618167	0.788797	0.146591	0.121686	0.565339	0.689075	0.251216	0.055076	0.066202	0.065066	0.145838	0.097271	0.097472	0.15371	0.29118	0.116611	0.116888	0.324176	0.674088	0.083201	0.097339	0.155904	0.037978	0.069364	0.162869	0.134815	0.650432	0.079459	0.055936	0.255763	0.214529
0.131222	0.080454	0.020427	0.25159	0.216065	0.228779	0.33983	0.136653	0.42969	0.180854	0.317313	0.343457	0.194081	0.129159	0.318106	0.250591	0.229091	0.184932	0.01214	0.133423	0.205145	0.220687	0.059705	0.156332	0.531576	0.63495	0.227853	0.375467	0.066924	0.260562	0.047622	0.093632	0.143957	0.068906	0.491037	0.18965	0.208462	0.237674	0.145347	0.043333	0.22785	0.367932	0.08055	0.234296	0.106643	0.141342	0.082097	0.04559	0.142252	0.612561	0.12195	0.057843	0.086073	0.593619	0.629138	0.091483	0.153295	0.422609	0.713832	0.257152	0.063392	0.040408	0.054559	0.166578	0.075148	0.068159	0.194001	0.28514	0.116005	0.111864	0.461378	0.687164	0.057374	0.101574	0.154207	0.055629	0.08021	0.174153	0.097725	0.66324	0.086636	0.061557	0.223936	0.213708
0.162397	0.076344	0.025747	0.472204	0.240412	0.367227	0.4	0.124949	0.546433	0.208457	0.299719	0.246695	0.298778	0.07179	0.371287	0.388682	0.224605	0.217391	0.016476	0.126744	0.239377	0.208334	0.059705	0.181063	0.680199	0.537577	0.22017	0.403938	0.06749	0.252172	0.088555	0.046506	0.183775	0.198149	0.545453	0.229691	0.121405	0.232781	0.150959	0.041879	0.429483	0.355053	0.077017	0.162556	0.083283	0.070965	0.101925	0.061497	0.142352	0.725032	0.075553	0.09339	0.085236	0.628381	0.928838	0.088056	0.1084	0.387222	0.700238	0.38284	0.06348	0.0928	0.070641	0.175094	0.102825	0.084792	0.238426	0.373184	0.129697	0.122298	0.615878	0.949069	0.062747	0.094448	0.113021	0.053512	0.222478	0.208662	0.348866	0.703184	0.068187	0.045369	0.397188	0.104344
0.158793	0.08167	0.035625	0.500592	0.223593	0.367227	0.278943	0.173473	0.616807	0.181133	0.363983	0.301617	0.284187	0.06132	0.368933	0.413824	0.173331	0.268669	0.014858	0.109231	0.178842	0.192129	0.099007	0.142236	0.647699	0.552547	0.238744	0.404563	0.096404	0.268799	0.057369	0.069055	0.168177	0.159747	0.835899	0.343278	0.190618	0.240327	0.126647	0.047705	0.296083	0.363604	0.082411	0.217219	0.114627	0.142005	0.091137	0.061497	0.161281	0.644385	0.107222	0.069758	0.090567	0.580612	1.026196	0.049946	0.124134	0.444038	0.931004	0.475363	0.044694	0.093417	0.058163	0.175577	0.10405	0.09062	0.14793	0.291781	0.151272	0.123727	0.737549	0.893598	0.098097	0.161907	0.0978	0.055522	0.345362	0.165584	0.07364	0.723236	0.070839	0.050983	0.396788	0.100085
0.193425	0.096081	0.041825	0.350469	0.271675	0.504619	0.176174	0.230112	0.613614	0.213951	0.309953	0.379326	0.303585	0.190567	0.370084	0.684637	0.20606	0.245941	0.035499	0.148569	0.191405	0.245992	0.140328	0.186478	0.688183	0.673916	0.277291	0.325593	0.094646	0.325517	0.057513	0.031905	0.199971	0.194397	0.838657	0.588537	0.123031	0.262095	0.190941	0.061812	0.484665	0.388185	0.07979	0.210127	0.122402	0.093325	0.089361	0.104549	0.187929	0.6981	0.103397	0.119234	0.132595	0.634642	0.936782	0.09203	0.179014	0.250668	0.819909	0.443588	0.112085	0.056807	0.071494	0.220798	0.11505	0.155203	0.147019	0.366806	0.181809	0.142287	0.894318	0.93382	0.183659	0.085171	0.123534	0.060976	0.32053	0.218313	0.279437	0.759194	0.12349	0.045835	0.109216	0.070393
0.188634	0.1444	0.038209	0.327682	0.267916	0.346861	0.308348	0.194493	0.388893	0.166512	0.149358	0.327385	0.244201	0.128461	0.443054	0.770804	0.236724	0.210905	0.020846	0.178893	0.242059	0.238642	0.22267	0.238171	0.69278	0.641939	0.276713	0.374903	0.112634	0.227508	0.083778	0.059225	0.154907	0.235451	0.721711	0.838681	0.153077	0.266559	0.20689	0.070957	0.431241	0.338101	0.069809	0.246093	0.114036	0.133426	0.13124	0.115053	0.193023	0.663789	0.069812	0.103915	0.102191	0.641966	0.87513	0.193228	0.209499	0.162586	0.612873	0.345882	0.174068	0.075605	0.083453	0.156039	0.18025	0.143115	0.29051	0.25117	0.146703	0.123254	0.902747	0.995269	0.367808	0.083074	0.094211	0.065707	0.467658	0.360105	0.14806	0.840667	0.30366	0.056264	0.280452	0.025871
0.229388	0.207474	0.053382	0.437869	0.192676	0.40761	0.314851	0.205785	0.438863	0.195436	0.302291	0.47066	0.25307	0.15598	0.316057	0.557071	0.177772	0.266327	0.026849	0.157289	0.268886	0.236639	0.418205	0.174313	0.640162	0.610537	0.303421	0.391714	0.124713	0.19144	0.075895	0.059988	0.164376	0.178743	0.430483	0.937641	0.095782	0.297826	0.201486	0.071018	0.698447	0.329722	0.067756	0.227553	0.119855	0.086873	0.175445	0.150522	0.225104	0.553516	0.054957	0.118578	0.133236	0.657599	0.859047	0.21536	0.204224	0.141676	0.527866	0.418801	0.242743	0.127227	0.074648	0.158239	0.132277	0.353223	0.227992	0.349362	0.160198	0.153642	0.715438	0.931392	0.547793	0.084955	0.139228	0.077314	0.539513	0.23841	0.272132	0.880508	0.394349	0.066353	0.41359	0.015116
0.206338	0.350186	0.052071	0.499223	0.268544	0.224607	0.299895	0.244163	0.304835	0.239908	0.288272	0.362283	0.304252	0.16824	0.287584	0.497397	0.194215	0.249463	0.02476	0.205737	0.133965	0.21552	0.72866	0.199891	0.634501	0.596162	0.241328	0.271826	0.139927	0.197642	0.063652	0.119499	0.132156	0.229067	0.376018	0.567325	0.159167	0.230879	0.208684	0.077739	0.46209	0.355451	0.06983	0.203995	0.121077	0.103948	0.219338	0.194937	0.186778	0.316676	0.074726	0.115076	0.147955	0.593245	0.350679	0.116164	0.512758	0.127994	0.4123	0.394365	0.326419	0.092573	0.089702	0.12836	0.13999	0.171488	0.296911	0.321985	0.258442	0.158972	0.668336	0.728093	0.867344	0.111202	0.360582	0.068567	0.17206	0.194213	0.087259	0.956824	0.629116	0.056007	0.276888	0.104372
0.231096	0.526231	0.067766	0.583704	0.306791	0.227193	0.202914	0.227968	0.196276	0.164954	0.213364	0.310566	0.27975	0.223952	0.254424	0.351521	0.179986	0.19247	0.016077	0.123855	0.215559	0.18366	0.488741	0.172205	0.497608	0.583448	0.246897	0.330009	0.125873	0.235163	0.069769	0.190302	0.158297	0.138433	0.222446	0.433997	0.088652	0.305904	0.215696	0.07407	0.749721	0.35087	0.085867	0.222018	0.091224	0.126889	0.391674	0.226554	0.174309	0.235159	0.105243	0.118182	0.148742	0.587096	0.290089	0.22881	0.603478	0.142938	0.363229	0.208311	0.360895	0.161997	0.085847	0.156667	0.12009	0.333132	0.21613	0.317523	0.491589	0.137791	0.436378	1.03164	0.934091	0.110135	0.363494	0.07062	0.088918	0.137838	0.098971	1.013452	0.856324	0.046983	0.089459	0.07836
0.270036	0.573077	0.058157	0.498741	0.214648	0.229116	0.214799	0.243411	0.147498	0.193998	0.2725	0.299936	0.312231	0.142732	0.252274	0.268902	0.174465	0.159535	0.024576	0.244305	0.231682	0.216349	0.463011	0.20235	0.554618	0.461551	0.213278	0.272898	0.146869	0.203964	0.066901	0.1961	0.142872	0.229736	0.249821	0.479595	0.119986	0.261677	0.177499	0.063812	0.517028	0.273965	0.069321	0.287244	0.109549	0.129972	0.575057	0.276905	0.162183	0.284666	0.08573	0.103265	0.141482	0.596023	0.211095	0.230248	0.786746	0.094097	0.318464	0.239462	0.584017	0.089417	0.103351	0.16769	0.129484	0.20372	0.221782	0.231258	0.222643	0.108442	0.227212	0.754339	0.967314	0.112693	0.514696	0.054717	0.049494	0.227905	0.106767	1.118393	0.883118	0.044583	0.306665	0.206014
0.232669	0.639675	0.069393	0.679036	0.19689	0.218511	0.226867	0.166487	0.15944	0.237024	0.290221	0.188575	0.41787	0.19563	0.212038	0.262723	0.195658	0.217655	0.019011	0.237206	0.235617	0.244634	0.74021	0.185273	0.514055	0.47499	0.247463	0.325799	0.135029	0.187259	0.064532	0.190072	0.185386	0.129646	0.237832	0.397426	0.069324	0.206264	0.18292	0.082488	0.821395	0.274475	0.084607	0.256549	0.085074	0.104874	0.771583	0.252548	0.167645	0.314127	0.142898	0.124328	0.14085	0.603803	0.181881	0.27776	0.811351	0.283174	0.289124	0.30753	0.616248	0.145144	0.116713	0.126048	0.139887	0.52053	0.211862	0.32213	0.424711	0.119565	0.226202	0.777863	0.954477	0.228322	0.629256	0.059741	0.04335	0.526791	0.109317	1.106955	0.959579	0.037135	0.298953	0.290457
0.162979	0.67834	0.111846	0.820558	0.22329	0.244817	0.30943	0.245178	0.127681	0.21361	0.153032	0.272255	0.366701	0.243649	0.217147	0.320535	0.139595	0.196418	0.019866	0.206293	0.247247	0.268365	0.779349	0.157971	0.514055	0.483866	0.231279	0.208645	0.121274	0.190288	0.080671	0.202768	0.10881	0.14177	0.21609	0.493692	0.086718	0.2812	0.149819	0.068281	0.591453	0.237434	0.074403	0.325287	0.103266	0.136476	0.908799	0.316763	0.20021	0.21109	0.094478	0.126221	0.114762	0.614024	0.185247	0.319106	0.900837	0.273585	0.3872	0.299469	0.641988	0.101746	0.116387	0.070684	0.097367	0.384011	0.260991	0.275678	0.382719	0.132865	0.250062	0.768407	0.922789	0.130174	0.516001	0.067802	0.071029	0.531837	0.136818	1.039479	0.867483	0.047312	0.240212	0.306796
0.169232	0.770415	0.075169	0.755892	0.312766	0.201678	0.246013	0.21161	0.19716	0.223059	0.202224	0.387155	0.358228	0.3352	0.178603	0.344595	0.148815	0.190098	0.018653	0.237101	0.194994	0.260988	0.578301	0.106421	0.387406	0.439149	0.201195	0.282848	0.133834	0.182568	0.18726	0.299919	0.130989	0.202372	0.256022	0.587248	0.058317	0.246035	0.123994	0.084756	0.84334	0.20346	0.078659	0.431188	0.098213	0.139478	0.845643	0.2854	0.152263	0.217853	0.093066	0.147764	0.143918	0.585461	0.211206	0.242259	0.816244	0.316858	0.313454	0.148481	0.796877	0.142911	0.144837	0.092077	0.121735	0.614177	0.253952	0.27796	0.431757	0.145045	0.249454	0.849307	0.893978	0.152523	0.367919	0.063298	0.040388	0.378835	0.46399	1.098012	0.830529	0.033832	0.391303	0.496116
0.228272	0.811268	0.064315	0.484002	0.165546	0.201109	0.280283	0.249855	0.13603	0.218566	0.162888	0.437265	0.343486	0.352886	0.256801	0.345323	0.099815	0.138916	0.025699	0.193723	0.261814	0.227395	0.735517	0.105554	0.553293	0.383312	0.228024	0.220885	0.140268	0.16358	0.171934	0.399376	0.152213	0.133549	0.26873	0.430584	0.070058	0.311351	0.211956	0.072961	0.82037	0.180152	0.085915	0.490755	0.112161	0.122551	0.868104	0.385679	0.167252	0.240535	0.06997	0.180102	0.119882	0.637188	0.191651	0.318182	0.641125	0.277245	0.256066	0.167754	0.82241	0.141514	0.13697	0.082718	0.12575	0.526867	0.241144	0.263885	0.364591	0.146339	0.275912	0.611343	0.896416	0.169732	0.701399	0.061056	0.058527	0.475226	0.436648	1.025366	0.913555	0.03956	0.411383	0.280032
0.022409	0.513267	0.27832	0.266766	0.141331	0.254545	0.142523	0.155329	0.301547	0.641002	0.728013	0.515529	0.09999	0.321483	0.251087	0.061164	0.077606	0.128372	0.007184	0.218101	0.050124	0.312569	0.159227	0.669373	0.136321	0.076866	0.049089	0.080546	0.81043	0.768906	0.048641	0.203652	0.053936	0.143917	0.263482	0.392986	0.166033	0.074286	0.061737	0.012831	0.452616	0.564494	0.02397	0.269342	0.041956	0.054335	0.114589	0.03164	0.019724	0.083767	0.058003	0.090501	0.015648	0.521837	0.215148	0.086776	0.042917	0.119256	0.456561	0.186571	0.055167	0.069115	0.089073	0.207172	0.026587	0.052259	0.237772	0.146977	0.202326	0.082494	0.797871	0.319844	0.02744	0.041011	0.60993	0.020705	0.285795	0.141905	0.138132	0.451197	0.080663	0.573472	0.307886	0.270452
0.028429	0.524186	0.373337	0.258497	0.156909	0.226022	0.210575	0.131425	0.252197	0.608905	0.696048	0.492032	0.10267	0.336523	0.268395	0.088007	0.061483	0.135545	0.007585	0.257574	0.073742	0.31945	0.138256	0.594427	0.136321	0.111947	0.042446	0.071978	0.728576	0.624486	0.061594	0.193273	0.077386	0.146049	0.15887	0.388337	0.353314	0.087484	0.09966	0.025841	0.221306	0.580014	0.019297	0.197781	0.051091	0.042705	0.111095	0.017587	0.029884	0.08287	0.075231	0.086594	0.02513	0.518263	0.237761	0.115819	0.01726	0.121402	0.440571	0.169481	0.0387	0.069368	0.08119	0.157121	0.064221	0.027644	0.149782	0.135873	0.152378	0.076236	0.90261	0.205666	0.036352	0.043459	0.565673	0.014094	0.364963	0.086035	0.06827	0.466434	0.062569	0.561184	0.308536	0.272331
0.042087	0.491144	0.144827	0.256647	0.156909	0.226022	0.1156	0.126152	0.180944	0.543458	0.660322	0.385504	0.107825	0.285609	0.274006	0.08756	0.060784	0.109413	0.007611	0.239026	0.110236	0.319708	0.162894	0.637519	0.123789	0.108559	0.055926	0.093832	0.638004	0.471897	0.025844	0.207789	0.044874	0.130459	0.19067	0.345129	0.237328	0.110228	0.047474	0.028646	0.439822	0.625239	0.00326	0.220975	0.034383	0.055848	0.099863	0.016802	0.050639	0.069661	0.058397	0.089295	0.031906	0.560838	0.201247	0.086299	0.071057	0.106904	0.222466	0.15077	0.043241	0.081681	0.07355	0.144116	0.0578	0.046568	0.099692	0.1878	0.129338	0.090773	0.721873	0.210701	0.030477	0.066467	0.594179	0.017333	0.190348	0.175927	0.089609	0.494413	0.061029	0.459256	0.821892	0.338075
0.042412	0.50416	0.071423	0.286089	0.258342	0.269154	0.134527	0.137941	0.207563	0.684418	0.59359	0.388956	0.148309	0.22583	0.297462	0.180552	0.051305	0.111926	0.010278	0.180857	0.160295	0.319575	0.202154	0.585833	0.200438	0.143781	0.047699	0.10658	0.351404	0.401877	0.069374	0.20432	0.099461	0.193359	0.201885	0.130279	0.526212	0.095642	0.077689	0.030218	0.214762	0.672524	0.015718	0.300826	0.031987	0.015759	0.072133	0.020379	0.04688	0.0852	0.100956	0.077592	0.042764	0.646157	0.117043	0.127649	0.08149	0.101581	0.592744	0.105632	0.028343	0.093451	0.069167	0.222421	0.038819	0.047507	0.028844	0.161904	0.164816	0.08657	0.671653	0.246386	0.034752	0.048994	0.556214	0.016626	0.160258	0.157397	0.115722	0.530914	0.068494	0.356698	0.41488	0.19737
0.048629	0.483292	0.102322	0.244367	0.159221	0.227848	0.146067	0.184475	0.272944	0.655184	0.696649	0.340429	0.063455	0.074109	0.219512	0.171653	0.037453	0.133938	0.004492	0.146004	0.106924	0.308275	0.204745	0.469183	0.220691	0.186881	0.045205	0.107392	0.194231	0.305319	0.025612	0.292704	0.106498	0.136327	0.19938	0.179714	0.366666	0.120562	0.074388	0.029734	0.356667	0.620334	0.031824	0.110811	0.031071	0.048715	0.097578	0.018046	0.071563	0.052735	0.123881	0.108027	0.043654	0.70015	0.243023	0.113304	0.039178	0.083461	0.412825	0.132084	0.041684	0.072405	0.113782	0.247011	0.035417	0.077216	0.033207	0.16458	0.172464	0.073783	0.514033	0.326015	0.058142	0.077777	0.362439	0.014435	0.136013	0.085976	0.106809	0.581719	0.046498	0.286033	0.303962	0.407828
0.057325	0.40674	0.080974	0.184486	0.166596	0.305793	0.123927	0.147729	0.152794	0.627487	0.448859	0.326527	0.076253	0.071951	0.293423	0.186553	0.042591	0.152225	0.008068	0.061769	0.161919	0.383226	0.187075	0.522619	0.177037	0.175123	0.063769	0.149428	0.164962	0.324772	0.115277	0.204988	0.088693	0.125525	0.23217	0.192027	0.494503	0.113667	0.052178	0.036787	0.2303	0.54597	0.029687	0.250188	0.040725	0.05975	0.091728	0.014857	0.122813	0.115441	0.09909	0.087382	0.049739	0.732971	0.241151	0.140422	0.050263	0.12895	0.392993	0.139429	0.043681	0.064058	0.085058	0.390571	0.067317	0.057398	0.099012	0.15675	0.157849	0.113326	0.380013	0.340216	0.053501	0.060864	0.379438	0.020434	0.115482	0.258475	0.086067	0.617559	0.032105	0.198566	0.292196	0.379779
0.060273	0.413444	0.109619	0.229769	0.241989	0.393775	0.114801	0.142853	0.230561	0.42911	0.659313	0.312037	0.108534	0.065357	0.292215	0.201647	0.087343	0.117077	0.008324	0.080349	0.108805	0.256696	0.174548	0.54678	0.182636	0.271722	0.031512	0.159111	0.149471	0.268012	0.161331	0.204081	0.100577	0.137131	0.331599	0.215053	0.14743	0.137724	0.017896	0.025543	0.743889	0.460275	0.030845	0.300419	0.054449	0.057904	0.096767	0.028256	0.071691	0.106038	0.084227	0.10975	0.059888	0.756524	0.265298	0.144744	0.071658	0.106335	0.429243	0.224792	0.026816	0.077325	0.102746	0.279294	0.053892	0.32119	0.100687	0.281327	0.297615	0.143557	0.294957	0.492303	0.049714	0.086113	0.37052	0.008547	0.106355	0.117657	0.161524	0.672304	0.03343	0.102258	0.177341	0.48933
0.08139	0.404574	0.065499	0.266086	0.176307	0.313109	0.134776	0.13846	0.230384	0.770097	0.351802	0.273202	0.084616	0.057123	0.289518	0.282578	0.119277	0.137586	0.006163	0.109719	0.170848	0.36648	0.15839	0.352112	0.340563	0.344113	0.076707	0.204397	0.079308	0.254492	0.081771	0.336512	0.104708	0.186514	0.380415	0.16942	0.460785	0.161059	0.099047	0.047765	0.2966	0.518444	0.036787	0.23165	0.042761	0.089166	0.104235	0.02822	0.062159	0.133586	0.087428	0.090652	0.08184	0.768466	0.208458	0.129654	0.091443	0.089298	0.504781	0.134435	0.034999	0.058895	0.094621	0.334104	0.03231	0.06993	0.166545	0.147479	0.153845	0.099812	0.214492	0.311316	0.056108	0.081353	0.261678	0.026564	0.130771	0.149736	0.188131	0.763159	0.042855	0.107017	0.252893	0.320831
0.039463	0.34597	0.067206	0.225077	0.180609	0.353259	0.116493	0.178449	0.212701	0.698178	0.376717	0.39729	0.038234	0.095647	0.248565	0.180875	0.115987	0.068675	0.009475	0.097676	0.17033	0.326676	0.218962	0.396078	0.199384	0.325682	0.082258	0.205376	0.070844	0.221931	0.066717	0.381267	0.099329	0.214239	0.407703	0.224918	0.213512	0.204032	0.135244	0.033999	0.640147	0.551468	0.037063	0.253465	0.052384	0.093467	0.110707	0.033235	0.109045	0.116273	0.100111	0.125286	0.081188	0.798417	0.252558	0.120303	0.050234	0.151012	0.515321	0.150035	0.035897	0.062865	0.085004	0.401364	0.038861	0.200475	0.17084	0.24325	0.119378	0.130921	0.174982	0.328959	0.066786	0.084262	0.251076	0.030252	0.132756	0.161501	0.211325	0.694684	0.04568	0.08582	0.255146	0.229438
0.069145	0.252293	0.058711	0.214321	0.183624	0.385538	0.196262	0.18996	0.151424	0.69238	0.29266	0.406628	0.053238	0.086063	0.313216	0.181744	0.109908	0.073905	0.005872	0.097661	0.148679	0.335518	0.196	0.360022	0.313515	0.363113	0.099101	0.261982	0	0.222499	0.063031	0.293915	0.10858	0.149141	0.304353	0.224043	0.469717	0.195391	0.121567	0.030933	0.259038	0.491422	0.048793	0.310165	0.060146	0.073378	0.117133	0.034041	0.088887	0.204291	0.112916	0.056982	0.107541	0.743392	0.346572	0.122824	0.070955	0.06383	0.684625	0.211153	0.04425	0.06496	0.105762	0.319054	0.037979	0.073912	0.201315	0.150069	0.166847	0.103599	0.070822	0.379398	0.051971	0.12958	0.282239	0.031984	0.116772	0.183234	0.145297	0.813349	0.060942	0.103204	0.48066	0.182829
0.064152	0.276117	0.065088	0.242727	0.204032	0.374703	0.170662	0.167146	0.220838	0.599337	0.298234	0.220737	0.045941	0.146496	0.167366	0.195446	0.176654	0.118897	0.009833	0.109863	0.200572	0.305634	0.148333	0.402192	0.359649	0.411435	0.097372	0.280169	0.075906	0.256163	0.156131	0.293968	0.135536	0.231399	0.2769	0.211609	0.191433	0.158231	0.166096	0.027527	0.667244	0.570822	0.052274	0.204021	0.081877	0.088099	0.145154	0.031926	0.091821	0.133362	0.08866	0.136572	0.084786	0.729911	0.26257	0.103902	0.082478	0.055038	0.438596	0.21084	0.038052	0.101045	0.083417	0.3445	0.021097	0.186837	0.156824	0.215186	0.12465	0.087045	0.091445	0.493914	0.043152	0.098426	0.255034	0.022677	0.161392	0.222662	0.184077	0.822368	0.06029	0.076269	0.349851	0.328496
0.088371	0.224256	0.088849	0.278697	0.190025	0.438261	0.213507	0.156105	0.201037	0.72672	0.251215	0.257058	0.07951	0.111234	0.358144	0.231059	0.191453	0.114795	0.010451	0.116854	0.17561	0.249696	0.170936	0.245038	0.416065	0.390875	0.119231	0.276759	0.05924	0.287936	0.073906	0.277498	0.130002	0.142571	0.38536	0.226536	0.574662	0.219062	0.032286	0.040065	0.18704	0.513692	0.057909	0.315969	0.082678	0.090544	0.136329	0.037585	0.110609	0.182986	0.1033	0.128499	0.104385	0.696317	0.408636	0.089103	0.074046	0.088089	0.56517	0.188835	0.046239	0.071955	0.092684	0.319809	0.039721	0.060102	0.24511	0.141459	0.150462	0.058203	0.032731	0.337097	0.06388	0.206481	0.204062	0.020786	0.141687	0.126588	0.121442	0.79031	0.081087	0.097362	0.268294	0.405775
0.0625	0.173973	0.086148	0.361555	0.189061	0.512019	0.157131	0.182599	0.23047	0.60236	0.211193	0.376128	0.073622	0.138551	0.260006	0.18068	0.147897	0.172038	0.009471	0.171351	0.134668	0.241635	0.142272	0.245983	0.426255	0.450007	0.131361	0.331744	0.05775	0.288149	0.102411	0.211973	0.099247	0.126193	0.312535	0.205323	0.199239	0.249377	0.179793	0.036761	0.563065	0.592764	0.059659	0.268465	0.065694	0.123394	0.132195	0.035117	0.104179	0.281214	0.094496	0.104774	0.110423	0.759757	0.368166	0.118232	0.059845	0.14856	0.491805	0.249828	0	0.108631	0.093129	0.371301	0.057681	0.190177	0.258923	0.209635	0.138187	0.071393	0.05963	0.630046	0.060773	0.110663	0.175322	0.01766	0.041629	0.23533	0.16166	0.8584	0.075062	0.068633	0.423564	0.253973
0.072932	0.178659	0.067594	0.286923	0.264473	0.437173	0.151234	0.076636	0.171446	0.659942	0.263065	0.400493	0.057976	0.120194	0.332707	0.287277	0.214948	0.15541	0.007358	0.12451	0.188083	0.253256	0.193372	0.208354	0.430379	0.541019	0.150327	0.402894	0.124123	0.324793	0.065292	0.192502	0.127505	0.195812	0.312446	0.238727	0.343304	0.235736	0.135878	0.038822	0.306762	0.50874	0.059118	0.316169	0.114704	0.121935	0.134583	0.043138	0.105461	0.242481	0.105469	0.115647	0.091694	0.693834	0.451931	0.112792	0.075008	0.120392	0.531223	0.200984	0.011982	0.087344	0.090918	0.334443	0.068696	0.107738	0.182525	0.141687	0.131163	0.066866	0.096842	0.529145	0.051866	0.114757	0.11098	0.028021	0.029282	0.267673	0.143648	0.813995	0.082083	0.093618	0.523243	0.446885
0.086512	0.141314	0.042673	0.393966	0.286172	0.545198	0.257018	0.202044	0.185623	0.626206	0.207734	0.353261	0.103495	0.088299	0.313112	0.27474	0.185659	0.125075	0.007605	0.116048	0.173091	0.248839	0.193046	0.186982	0.498649	0.515341	0.166171	0.378603	0.05689	0.199158	0.070381	0.196679	0.100961	0.20021	0.474738	0.235709	0.152915	0.299244	0.119585	0.046582	0.680541	0.464811	0.067424	0.390867	0.110624	0.139443	0.13405	0.030971	0.08424	0.206011	0.082716	0.124688	0.124062	0.72202	0.465977	0.092062	0.092315	0.191322	0.587874	0.160762	0.059557	0.107307	0.093713	0.292368	0.064514	0.280034	0.204048	0.222989	0.202762	0.11156	0.101222	0.627981	0.068348	0.113145	0.185115	0.036635	0.040734	0.1556	0.18229	0.883498	0.062262	0.055815	0.498949	0.446621
0.097313	0.179468	0.060773	0.295963	0.20017	0.471903	0.247979	0.191865	0.170665	0.576417	0.295444	0.483152	0.098765	0.060522	0.253089	0.28599	0.182556	0.127149	0.003901	0.137747	0.190609	0.233995	0.211031	0.212766	0.542133	0.579186	0.231265	0.328899	0.074074	0.204132	0.060513	0.268643	0.126334	0.19133	0.333113	0.268378	0.31216	0.341986	0.126469	0.042589	0.328303	0.489178	0.065718	0.302357	0.087409	0.178837	0.13264	0.034877	0.10307	0.334794	0.071027	0.141744	0.122699	0.640023	0.561544	0.104587	0.09953	0.271551	0.603996	0.264517	0.043378	0.086218	0.065103	0.338395	0.065626	0.109294	0.277765	0.221941	0.123674	0.138785	0.115711	0.584919	0.076789	0.139245	0.17783	0.028685	0.033844	0.265627	0.151216	0.909817	0.063505	0.08473	0.523791	0.340521
0.109648	0.184516	0.070553	0.404966	0.273649	0.535653	0.206361	0.191054	0.270685	0.5416	0.283748	0.448199	0.129859	0.087905	0.232932	0.393694	0.173182	0.161712	0.002726	0.125799	0.22093	0.212365	0.163165	0.188199	0.603817	0.675222	0.207893	0.396932	0.079328	0.274876	0.074039	0.2496	0.134818	0.201352	0.416994	0.229339	0.159118	0.350561	0.15496	0.057644	0.63581	0.502046	0.06072	0.316093	0.096354	0.163738	0.171258	0.043599	0.141082	0.326686	0.080208	0.137157	0.143184	0.636548	0.476476	0.084102	0.145277	0.229842	0.62373	0.344643	0.048093	0.115052	0.096376	0.269523	0.074796	0.198743	0.194438	0.31181	0.136895	0.096353	0.110898	0.709616	0.086304	0.133984	0.094267	0.0346	0.037769	0.195291	0.180025	0.893359	0.046495	0.06287	0.459618	0.421183
