xcoord ycoord zcoord
73.24 16.37 63.64
73.24 22.61 61.96
74.62 26.64 60.24
75.58 30.42 58.45
71.05 37.44 54.89
76.54 39.81 52.87
73.6 47.35 46.55
75.59 51.11 42.28
74.16 55.46 36.87
77.07 57.2 33.72
73.8 59.71 30.29
75.41 61.94 25.16
73.28 63.86 21.39
75.8 65.46 14.94
75.74 66.99 7.43
76.06 67.51 2.09
73.97 68 -3.8
76.07 67.38 -7.99
73.69 67.36 -12.43
76.53 65.78 -18.58
74.8 64.25 -24.74
77.87 62.63 -27.39
74.77 61.75 -30.76
76.82 57.33 -38.02
73.65 54.47 -42.94
75.87 50.08 -47.67
72.45 46.25 -52.26
77.37 42.3 -54.9
74.52 39.65 -57.9
75.19 32.74 -62.32
74.22 26.01 -65.78
77.27 22.37 -66.7
71.54 14.5 -70.04
76.97 5.91 -70.42
74.58 1.79 -71.18
82.08 5.85 64.66
76.37 8.01 65.03
79.83 14.64 63.73
76.89 18.81 62.93
78.3 22.8 61.47
79.95 26.82 59.88
78.76 33.65 56.59
75.38 36 55.44
78.38 42.49 50.53
76.97 45.55 48.09
78.83 49.09 44.24
75.75 53.16 39.88
80.77 55.6 35.8
79.22 59.15 30.05
80.38 60.78 26.58
78.66 62.97 21.91
77.61 64.56 17.49
79.43 66.11 9.53
80.99 66.68 4.1
78.97 67.28 -0.78
80.26 66.86 -5.48
79.18 66.51 -11.29
79.48 65.92 -15.49
78.42 64.53 -21.77
80.67 60.74 -30.25
76.59 59.61 -34.09
79.33 55.79 -39.07
77.77 53.1 -43.54
81.08 50.99 -44.94
77.04 47.57 -50.07
80.19 44.7 -52.2
78.32 36.61 -59.28
81.01 33.59 -60.5
78.1 29.23 -63.51
81 17.94 -67.32
77.21 14.61 -69.09
79.78 10.16 -69.36
81.4 1.92 -69.88
84.06 1.78 64.78
80.74 9.89 64.42
85.09 14.12 63.28
81.9 18.44 62.52
83.2 22.64 61.16
81.61 30.16 58.08
84.08 34.29 55.57
80.81 37.59 53.97
83.23 41.02 51.28
82.13 46.7 46.22
83.27 50.13 42.41
81.32 53.1 39.1
85.46 54.92 35.79
83.55 57.79 31.67
83.92 61.48 24.14
82.79 63.6 18.33
84.64 64.22 14.85
81.67 65.36 11.92
84.6 65.86 6.55
84.03 66.53 -2.82
84.21 66.16 -8.06
84.04 65.47 -12.62
83.79 64.34 -18.44
82.88 63.25 -23.2
84.12 61.82 -25.97
82.21 58.52 -33.78
85.04 56.85 -35.42
83.36 53.67 -40.74
84.48 48.95 -46.21
82.84 46.85 -48.94
84.5 42.03 -53.13
81.36 39.45 -56.26
86.88 33.26 -59.24
83.63 29.97 -61.96
83.81 21.37 -65.55
83.52 13.31 -67.98
86.7 8.55 -68
83.37 5.93 -69.06
88.87 4.1 64.25
85.61 9.96 64.06
90.32 12.72 63.16
87.15 18.2 62.19
88.09 22.54 60.73
87.1 30.63 57.41
89.45 34.35 54.95
86.34 37.92 53.04
88.56 41.52 50.07
84.19 44.29 48.35
87.62 47.34 44.78
86.3 52.02 39.66
88.14 57.12 31.68
86.37 59.59 27.62
90.46 61.09 22.44
86.24 62.56 20.4
91.83 63.18 15.15
88.34 64.54 11.72
89.16 65.53 3.21
85.29 66.12 1.02
90.1 65.54 -3.44
89.7 64.71 -10.94
87.48 64.27 -15.81
87.94 62.95 -20.53
89.35 60.47 -26.44
86.43 59.66 -29.74
87.41 54.94 -37.32
87.2 51.82 -41.93
90.37 46.87 -46.66
87.48 44.48 -49.99
88.46 39.92 -53.87
85 36.94 -57.25
89.39 28.86 -60.89
86.49 25.49 -63.24
89.25 20.39 -64.5
86.96 16.25 -66.49
90.27 10.86 -66.68
88.29 2.12 -68.15
92.83 1.12 64.02
89.53 6.9 64
93.49 11.83 62.83
91.78 17.63 61.88
92.85 22.26 60.29
92.37 30.75 56.63
94.56 34.46 54.03
91.83 38.17 52.11
94.08 41.41 49.17
89.96 44.39 47.14
93.31 51.23 39.03
91.03 53.45 36.6
92.27 55.28 33.58
92.08 58.16 28.76
91.74 59.76 25.17
91.69 62.43 17.78
96.02 63.09 12.53
89.62 64.99 8.41
94.05 64.48 5.05
92.52 65.04 -0.66
96.15 64.24 -5.6
89.4 65.38 -7.12
93.88 63.58 -13.26
91.34 61.57 -22.67
94.44 58.63 -27.77
89.55 57.85 -31.61
92.76 55.63 -33.65
91.84 52.7 -38.76
95 45.25 -46.48
91.93 42.82 -50.18
94.08 39.3 -52.64
90.85 36.33 -56.09
92.44 32.11 -58.29
91.93 24.07 -62.49
94.54 18.62 -63.83
92.23 15.27 -65.3
94.85 9.7 -65.74
92.11 4.92 -67.02
98.8 2.28 63.15
94.66 6.67 63.4
98.27 11.65 62.33
96.08 17.1 61.43
97.63 21.87 59.74
95.13 26.54 58.31
97.48 30.66 55.94
97.17 37.95 51.26
99.75 40.9 48.39
93.77 46.79 44.27
96.58 48.94 41.14
97.92 52.59 36.1
98.28 54.52 32.98
96.94 56.62 29.91
98.31 58.4 25.71
96.4 60.94 20.03
99.31 61.38 16.84
95.82 63.74 8.91
100.25 63.34 4.89
97.39 64.17 1.28
99.37 63.89 -2.6
96.12 63.93 -9.13
100.24 62.26 -12.86
95.76 61.55 -19.62
100.52 57.6 -26.71
96.51 56.61 -30.7
95.59 53.63 -35.66
95.4 50.56 -40.05
96.25 48.19 -42.87
97.5 41.72 -49.18
99.27 37.85 -52.13
96.16 35.25 -55.23
97.74 30.84 -57.39
94.76 27.45 -60.08
97.03 22.16 -61.79
98.51 12.37 -64.25
99.65 6.48 -64.76
95.48 2.75 -66.27
104.16 2.51 62.44
98.92 6.36 62.82
102.14 11.57 61.83
100.31 17.05 60.87
102.31 22.14 58.95
99.75 26.42 57.6
102.57 30.46 55.12
100.08 34.32 53.28
102.86 37.57 50.41
100.25 46.38 43.15
104.2 47.51 40.62
100.88 50.2 38.43
104.05 52.05 34.84
102.6 56.79 27.29
105.34 57.89 23.09
99.04 59.59 22.43
102.02 61.5 13.95
101.77 62.43 9.93
105.3 62.07 7.04
103.74 62.88 1.08
103.56 62.72 -5.33
102.23 62.74 -8.96
100.34 61.56 -16.38
101.19 59.79 -21.11
104.15 58.08 -23.71
103.1 55.05 -30.07
101.64 53.87 -32.9
100.98 51.56 -36.48
101.05 46.3 -43
100.72 43.74 -45.91
102.64 39.86 -48.91
101.4 33.62 -54.56
103.02 29 -56.92
99.86 25.94 -59.33
101.41 19.83 -61.24
99.71 15.31 -63.03
104.2 8.33 -63.2
100.13 1.87 -64.98
113.91 3.7 61.18
109.79 5.45 61.54
105.73 11.85 61.23
104.33 17.37 60.13
107.1 22.09 58.15
104.95 26.32 56.83
107.83 30.18 54.3
105.11 34 52.4
108.42 37.32 49.47
107.45 44.33 43.33
110.15 46.31 40.13
106.97 49.41 37.47
107.94 52.59 32.31
103.58 54.67 30.71
109.45 55.95 25.24
104.6 59.49 19.26
107.54 59.62 16.41
107.92 60.61 12.05
107.83 61.45 3.85
106.71 62.03 -1.84
109.06 61.15 -7.28
106.83 61.02 -11.25
106.73 60.32 -14.7
105.03 59.63 -18.37
109.26 57.46 -21.37
106.65 55.46 -27.11
106.52 51.19 -34.27
101.71 49.4 -39.09
105.97 46.95 -40.14
106.3 41.6 -45.97
108.67 37.92 -48.32
105.11 36.04 -51.5
106.57 31.79 -53.98
104.51 23.85 -58.8
108.78 21.33 -58.4
105.16 17.63 -60.88
111.72 12.33 -59.82
105.64 2.49 -63.21
120.21 5.66 59.93
110.48 8.41 61.22
110.22 12.79 60.44
108.48 17.44 59.48
112.29 21.84 57.47
110.11 26.17 56.01
113.3 30 53.38
110.76 33.82 51.57
113.39 37.64 48.08
110.68 40.99 45.72
113.58 43.18 42.76
111.58 50.07 34.89
114.02 51.95 30.69
109.35 54.55 28.38
114.95 55.25 23.4
110.29 57.52 20.64
113.24 58.61 14.02
110.92 60.23 9.18
113.4 59.87 6.09
111.82 60.66 0.99
111.38 60.54 -3.99
112.97 59.45 -10.32
112.84 58.42 -14.08
111.55 58 -17.66
111.09 55.43 -24.41
109.23 52.57 -30.9
113.23 49.78 -32.89
108.85 48.81 -36.61
112.14 45.5 -38.98
107.24 44.03 -42.96
112.57 39.81 -45.02
110.56 34.11 -50.85
111.93 29.67 -53.16
108.01 26.9 -56.26
112.62 19.2 -57.78
115.83 16.29 -57.53
111.88 7.68 -60.84
108.7 4.19 -62.03
119.81 1.83 60.33
116.07 8.71 60.22
115.05 13.26 59.56
113.62 17.52 58.81
117.15 21.8 56.54
115.31 25.97 55.15
118.01 29.8 52.45
115.96 33.71 50.46
118.81 36.23 47.8
116.37 39.93 45.08
117.1 44.51 40.2
114 47.49 37.56
116.95 49.62 33.32
115.76 53.38 27.26
120.65 52.74 25.46
117.39 55.81 20.26
120.1 56.52 15.2
116.93 58.15 11.14
117.17 59 3.53
115.79 59.34 -1.13
118.86 58.28 -4.38
116.09 58.79 -7.31
118.37 57.06 -12.03
115.53 55.58 -20.23
116.81 53.84 -23.33
112.56 52.99 -28.17
117.48 49.88 -29.85
114.95 47.02 -35.6
117.57 43.56 -38.48
113.41 42.48 -42.02
117.88 37.57 -44.6
114.68 36.01 -47.57
116.77 27.25 -52.53
112.71 24.66 -55.38
119.36 14.71 -56.57
116.19 9.76 -58.8
118.99 7.15 -58.13
113.86 3.03 -60.38
125.63 4.17 59.2
121.14 9.54 59.21
119.96 13.41 58.8
118.66 17.76 57.91
122.49 21.58 55.7
120.39 25.63 54.21
123.94 28.34 52.11
121.58 32.68 49.93
122.59 37.82 45.41
120.26 41.38 42.64
122.42 43.86 39.02
119.41 46.73 36.5
122.78 48.08 33.19
119.99 50.84 29.67
122.21 53.59 22.34
122.91 54.77 18.18
123 56.26 12.24
119.44 58.11 7.98
123.34 56.97 5.25
121.73 57.72 1.25
123.67 56.86 -2.01
121.48 56.6 -8.99
123.34 54.75 -14.25
121.73 53.72 -18.69
122.67 51.84 -21.61
117.77 51.79 -26.45
119.58 47.17 -32.45
121.31 44.25 -35.21
123.7 40.71 -38.11
118.54 40.31 -41.54
124.03 34.48 -44.16
119.6 33.48 -47.18
121.1 29.26 -49.52
116.94 21.98 -54.99
120.72 19.8 -54.24
122.61 11.84 -55.89
121.93 3.95 -57.32
117.17 0.82 -59.29
123.79 -0.88 59.64
127.33 8.64 58.45
126.14 12.86 57.77
123.83 16.93 57.15
127.54 19.97 55.35
126.8 24.69 53.4
127.55 30.13 50.02
125.8 34.13 47.62
128.11 37.26 44.32
125.98 40.42 41.77
128.83 42.12 38.81
126.06 45.37 35.79
126.81 48.34 30.8
125.77 50.26 27.66
127.89 52.59 20.69
127.52 54.08 15.76
129.17 54.23 12.42
125.83 55.92 8.72
129.27 55.13 4.67
128.04 55.59 1.56
129.28 54.8 -2.93
124.96 56.02 -6.03
126.26 54.44 -11
127.39 51.92 -17.34
128.67 49.38 -21.27
124.02 49.87 -24.8
123.43 48.11 -28.13
126.52 42.83 -33.76
128.1 39.3 -36.98
124.42 37.34 -41.36
129.02 31.92 -43.51
125.48 30.55 -46.46
126.32 26 -49.03
121.67 24.64 -51.93
129.63 17.67 -51.01
128.4 13.03 -53.28
125.67 8.31 -55.17
125.43 0.15 -56.16
128.93 0.97 58.64
131.6 6.18 57.95
132.19 11.31 56.94
130.13 15.78 56.23
131.58 21.43 53.77
131.31 25.73 51.8
132.38 29.25 49.32
130.91 33.17 47.06
133.41 35.68 43.99
131.99 39.14 41.21
132.56 42.54 36.8
130.49 45.44 33.68
132.38 47.14 30
128 51.02 24.61
133.19 50.35 22.74
131.64 52.26 18.32
133.83 52.42 14.37
131.51 54.21 8.42
135.64 52.78 4.96
132.47 53.75 0.03
134.63 52.6 -4.43
129.88 54.04 -7.27
131.87 52.24 -10.79
129.43 51.98 -14.51
132.1 48.98 -18.92
128.69 47.44 -24.85
129.23 45.18 -28.36
125.68 45.21 -30.85
132.1 39.36 -34.05
128.67 35.86 -40.08
133.28 32.18 -40.7
130.31 27.18 -46.35
134.65 27.65 -43.59
126.08 21.49 -51.24
134.84 18.2 -48.46
133.56 13.22 -50.65
131.05 8.52 -52.95
128.15 4.12 -54.84
139.1 3.13 56.46
136.22 7.51 56.61
137.42 12.08 55.71
134.46 16.56 55.01
136.53 20.79 52.81
136.75 24.71 50.9
137.75 28.05 48.53
136.38 31.99 46.08
138.77 35.54 42.2
136.94 38.8 39.5
138.89 40.62 36.44
135.89 43.97 33.25
138.56 45.14 29.62
138.03 47.56 25.38
138.15 49.12 21.34
137.35 50.45 17.77
141.32 49.84 13.89
135.47 52.41 10.64
138.62 51.62 7.39
137.13 52.27 2.24
138.59 51.3 -1.92
136.05 51.16 -8.3
142.17 48.37 -9.25
135.14 49.51 -14.79
137.94 47.12 -17.16
134.46 46.15 -22.1
134.35 43.71 -26.32
132.25 41.76 -30.98
138.77 37.42 -31.72
137.88 35.58 -34.24
138.06 32.18 -37.75
138.26 28.43 -40.91
140.09 23.42 -42.81
130.88 22.56 -48.48
139.25 18.56 -45.82
138.4 13.34 -48.14
136.6 8.55 -50.24
133.8 3.97 -52.31
144.4 2.7 55.12
141.86 7.64 55.34
143.18 11.94 54.19
140.02 16.14 53.78
142.22 19.94 51.67
142.87 23.74 49.51
142.98 27.8 46.99
141.62 31.89 44.4
145.7 32.75 41.96
143.17 36.43 39.51
143.96 39 35.85
141.48 42.3 32.5
148.24 42.84 26.64
143.01 46.28 23.31
145.37 46.63 20.24
143.09 48.38 17.17
146.53 47.65 14.11
142.05 50.02 10.83
145 49.18 5.92
143.37 49.82 2.14
143.64 49.33 -1.2
140.63 49.87 -5.88
146.77 45.62 -10.64
137.89 49.12 -12.26
143.27 45.2 -16.18
139.21 44.79 -20.61
138.44 43.16 -24.32
137.19 40.44 -28.87
143.32 36.38 -29.71
145.01 33.09 -32.17
142.75 31.79 -35.06
142.54 28.48 -38.02
143.27 24.59 -40.08
135.72 23.12 -45.67
146.51 13.89 -43.23
142.61 13.81 -45.6
138.71 3.55 -49.76
143.14 3.18 -47.35
151.82 4.87 52.49
147.23 6.59 53.79
151.05 15.36 50.39
145.96 16 51.96
147.86 20.09 49.64
148.08 24.02 47.4
152.12 26.29 44.29
147.11 28.59 44.77
150.34 31.28 41.04
148.83 34.9 38.27
147.81 38.79 33.92
146.37 41.68 30.34
154.6 39.77 26.77
149.52 43.46 23.7
149.9 44.98 19.15
151.87 44.89 16.09
151.22 45.98 11.76
146.62 48.37 9.11
148.07 47.73 4.15
149.26 46.88 0.18
151.43 45.52 -2.47
146.24 47.65 -4.39
147.74 46.39 -7.03
143.84 46.08 -13.13
149.87 42.45 -14.24
143.82 41.19 -22.65
146.14 38.33 -25.09
141.9 39.54 -26.75
148.12 34.67 -28.06
149.52 30.97 -30.81
146.88 28.28 -35.03
147.51 24.31 -37.68
150.34 19.89 -38.15
143.1 19.05 -43.17
149.9 14.82 -40.7
149.14 8.91 -42.8
141.28 8.42 -47.67
151.06 3.23 -42.47
157.14 -0.26 50.65
156.4 5.38 50.69
152.96 9.83 51.23
156.93 11.08 49.33
154.32 16.65 48.61
152.96 21.51 47.01
155.21 26.95 42.26
156.08 30.01 39.28
159.49 30.17 36.78
152.73 34.28 36.78
153.14 36.3 33.74
151.52 39.33 30.24
158.65 38.17 25.67
154.12 42.01 22.13
157.15 41.56 19.26
156.36 42.85 15.11
155.58 43.79 10.96
152.22 45.8 7.38
156.76 43.45 4.42
153.79 44.74 2.28
157.44 42.41 -1.26
154.32 43.28 -5.11
152.28 43.51 -8.7
153.53 41.53 -11.86
149.51 41.34 -17.09
149.09 39.68 -20.44
150.82 36.83 -23.18
152.14 33.37 -26.32
156.2 31.39 -24.76
154.08 29.06 -29.18
151.27 26.94 -32.94
151.94 23.07 -35.25
154.81 17.64 -35.98
146.54 19.75 -40.73
157.64 11.72 -36.06
152.68 9.04 -40.54
154.58 2.61 -40.17
157.82 1.17 -37.8
164.13 0.74 46.59
160.79 3.7 48.62
161.26 8.73 47.67
158.85 15.32 46.9
161.53 17.73 44.4
156.91 21.32 45.05
160.62 22.75 42.2
161.45 25.41 39.8
164.76 28.01 34.7
159.23 32.85 34.03
162.03 33.47 30.64
157.02 36.6 30.32
163.51 34.35 27.22
160.52 38.86 21.97
168.65 35.02 16.6
162.14 39.89 14.26
162.12 40.26 11.21
157.85 42.93 7.72
163.25 39.65 4.46
160.3 40.94 0.76
164.92 37.46 -2.06
160.29 39.85 -4.39
158.04 40.17 -7.72
155.66 38.62 -15.01
160.23 35.04 -15.48
154.15 37.61 -18.47
159.06 33.93 -18.54
155.1 34.63 -21.56
159.73 30.73 -21.65
157.72 26.79 -27.73
162.14 22.11 -27.09
155.77 24.13 -31.32
164.65 16.21 -28.13
153.61 14.06 -38.44
159.57 14.69 -33.59
156.15 7.73 -38.26
159.6 5.49 -35.84
162.4 1.45 -34.03
168.65 3.28 42.78
163.82 11.55 45.38
169.62 9.12 40.64
166.64 13.12 42.52
165.57 18.39 41.23
168.61 18.22 38.58
169.35 22.23 35.01
165.23 24.09 37.75
170.99 24.16 31.34
166.52 29 31.66
168.36 30 27.96
170.18 30.78 24.03
165.32 34.92 23.66
166.9 35.38 20.15
173.29 31.82 12.19
168.43 35.8 13.33
168.55 36.18 9.58
164.14 39.09 7.84
169.21 35.4 4.7
166.49 37.03 1.64
170.66 33.22 -0.69
169.72 32.96 -4.09
164.92 36.09 -6.12
158.77 38.55 -10.88
162.71 34.69 -12.66
168.05 29.94 -13.03
165.83 29.72 -15.91
163.95 29.57 -18.4
168.01 23.97 -19.67
160.32 27.19 -24.72
164.72 22.65 -24.27
159.88 21 -29.82
171.72 14.75 -22.01
161.83 15.99 -30.98
166.93 10.63 -28.44
164.28 10.07 -30.96
164.91 3.95 -31.69
166.86 0.39 -30.1
175.36 0.39 34.34
171.97 3.21 38.76
174.26 6.71 35.17
175.83 10.34 32.08
177.3 12.99 27.98
172.58 16.15 34.56
174.1 18.31 31.11
175.52 20.19 27.03
177.02 20.32 23.24
172.35 25.73 27.4
174.24 26.23 23.02
176.47 24.94 19.08
172.01 30.67 19.75
177.22 26.04 13.8
174.16 29.61 16.24
176.45 28.42 9.43
179.88 22.62 5.73
172.94 32.52 7.1
176.15 28.49 4.37
174.09 30.34 1.84
177.65 25.49 -0.61
175.1 27.81 -3.34
171.59 29.98 -7.04
164.05 35.48 -8.99
168.86 31.04 -9.99
173.7 25.32 -10.7
172.25 24.42 -13.94
170.36 23.95 -16.8
175.55 18.55 -14.98
164.02 26.63 -21.73
168.9 19.84 -22.11
167.18 17.07 -25.48
175.04 13.34 -18.93
169.87 12.09 -25.12
173.83 9.06 -22.2
171.11 6.25 -25.52
168.6 5.3 -28.18
173.75 2.6 -23.38
182.01 1.82 18.7
179.71 4.42 25.49
177.96 4.57 29.36
182.95 4.17 15.04
184.01 3.74 9.94
180.89 8.36 20.75
179.13 12.27 24.06
181.74 11.92 16.51
184.12 5.2 6.56
179.46 17.07 19.91
182.78 11.11 12.2
179.52 20.3 16.19
180.77 18.46 12.33
182.81 13.35 8.08
184.37 5.37 2.59
179.77 22.33 9.24
181.54 -15.61 -4.65
183.41 11.32 1.39
180.36 21.01 2.17
183.63 -10.45 0.73
181.64 17.49 -0.87
178.86 21.78 -4.52
181.95 14.26 -4.2
175.72 24.79 -7.36
183.85 7.53 -2.42
179.51 17.93 -7.88
177.17 19.75 -11.13
182.02 10.78 -7.64
179.95 13.42 -11.2
172.8 18.49 -18.47
178 13.43 -14.81
183.67 4.36 -5.67
181.47 6.76 -11.52
177.59 8.91 -17.29
184.47 0.67 -1.49
180.4 5.15 -14.36
182.96 1.89 -8.83
178.71 1.26 -17.37
43.56 42.65 -61.24
-192.08 20.29 25.29
124.76 16.68 -53.53
108.54 14.64 -60.51
62.26 6.31 65.88
-29.05 49.71 -55.75
-178.26 6.8 -30.27
115.72 31.81 -50.11
-131.33 14.72 -52.53
-33.99 41.27 52.2
-205.42 5.97 -3.48
-85.69 14.52 -67.36
132.91 48.72 26.83
118.3 56.14 -16.22
-76.63 63.36 -24.29
134.13 2.01 57.65
-22.54 7.84 -77.57
11.61 27.21 -72.9
32.55 60.98 -41.16
49.89 68.41 11.92
34.53 58.2 -45.15
59.29 67.03 -22.83
-7.43 56.25 39.3
71.72 29.68 -64.73
-5.53 23.13 62.9
28.11 54.42 41.75
171.57 12.18 37.5
114.27 57.46 17.36
-80.62 55.8 30.98
24.05 14.6 -76.22
-158.7 19.02 -38.17
-104.3 43.05 42.36
104.06 6.18 62.24
52.4 2.56 66.06
-94.48 -61.16 12.16
10.86 52.59 -54.12
-30.89 44.13 -60.81
144.01 43.04 -19.14
-93.23 43.91 43.85
-177.07 17.78 37.4
-20.41 65.48 -34.23
176.19 4.92 -20.26
156.71 20.05 -33.28
10.86 15.82 -76.45
46.34 57.05 37.48
89.75 49.44 41.94
-168.41 40.78 -3.43
-201.82 9.21 20.4
4.35 39.27 55.42
-197.83 15.99 21.78
-32.52 64.74 -33.91
-131.25 12.33 54.06
96.44 44.03 46.33
34.98 63.42 -36.7
-197.03 22.32 16.14
143.06 44.61 27.37
90.14 49.27 -43.57
145.23 8.41 -45.39
85.14 26.7 59.43
-54.91 15.29 62.95
-72.76 25.12 58.61
-9.69 34.97 57.44
14.11 21.1 -75.07
90.27 26.86 58.8
96.18 59.88 -24.14
-17.79 51.46 44.21
105.53 40.52 47.35
-24.01 59.06 -45.07
-128.54 54.17 -10.65
19.42 14.76 -76.38
52.48 60.06 32.6
57.13 57.86 -42.32
161.65 8.79 -33.71
93.15 62.91 -16.82
81.15 25.43 -64.59
133.67 35.49 -37.21
182.76 14.68 5.08
-10.89 56.71 -48.99
36.86 33.12 58.66
104.94 11.25 -62.44
-30.01 40.88 52.51
-3.38 48.06 -58.58
-140.49 48.93 -16.26
-149.88 23.4 45.66
-116.44 7.2 57.71
-167.32 35.26 28.04
-157.51 2.79 -43.13
-31.79 12.58 -76.22
102.78 43.67 45.35
-94.93 8.22 -65.56
-113.79 52.77 -28.45
148.16 11.18 52.65
-207.19 -6.89 2.85
22.58 66.25 22.16
6.49 44.51 51.6
45.64 36.81 56.23
-81.86 16.91 60.56
-115.32 2.09 58.15
-45.99 46.75 -56.4
-85.65 1.86 62.14
55.98 26.98 -68.77
162.45 38.93 17.72
-72.5 52.81 -45.34
11.82 7.27 -78.02
-154.79 23.09 44.15
-134.95 27.87 47.15
-91.24 51.3 35.68
11.04 6.98 66.43
-16.75 63.31 27.3
166.07 5.72 44.87
-118.4 33.4 -48.86
-20.05 3.22 -78.11
-0.25 21.24 63.68
-198.46 -1.07 26.22
-204.99 -2.76 17.12
-201.93 -4.17 21.92
-207.45 -2.5 9.58
-197.34 -8.29 26.14
-207.69 -2.8 7.47
-199.55 -10.3 23.16
-194.11 -15.12 26.56
-202.87 -10.13 18.69
-202.62 -14.16 15.8
-205.21 -11.6 11.76
-198.16 -21.2 16.75
-200.68 -19.55 12.83
-205.85 -12.06 7.3
-202.79 -18.04 8.13
-200.34 -21.89 6.26
-193.19 -28.86 6.16
-205.87 -11.47 2.46
-195.86 -26.31 2.68
-201.41 -19.78 2.18
-196.33 -25.15 -0.83
-203.2 -16.15 -0.79
-194.48 -25.45 -4.05
-197.75 -20.48 -6.64
-189.36 -26.68 -9.24
-196.17 -19.59 -9.46
-188.41 -25.67 -12.11
-201.5 -10.55 -9.21
-191.56 -19.04 -15.22
-207.67 3.36 4.08
-178.84 -18.7 -25.65
-200.38 -8.62 -11.81
-206.22 -1.98 -3.52
-194.08 -10.44 -17.61
-189.69 -8.16 -22.02
-199.06 -5.3 -14.3
-196.42 -1.38 -17.38
-203.91 -1.21 -8.34
-185.03 -1.8 36.78
-190.75 -4.27 32.57
-187.68 -7.47 34.29
-194.71 -6.42 29.11
-184.69 -10.6 35.57
-191.45 -11.01 30.58
-190.26 -17.73 28.56
-186.1 -23.2 28.13
-184.44 -21.06 30.84
-195.38 -20.9 21.32
-188.47 -26.36 22.92
-190.2 -27.33 20.01
-192.59 -28.46 13.03
-197.72 -24.15 11.34
-188.25 -31.18 14.74
-193 -28.85 8.98
-183.98 -34.44 11.64
-174.05 -39.64 9.01
-184.84 -34.41 5.44
-188.84 -31.72 2.67
-182.62 -35.13 0.86
-189.14 -30.8 -0.97
-184.95 -32.75 -3.69
-189.28 -28.66 -6.14
-172.95 -35.34 -12.81
-181.18 -30.63 -12.59
-178.45 -30.3 -15.48
-195.35 -18.3 -11.95
-183.2 -24.4 -18.13
-195.65 -13.46 -15.01
-188.3 -18.3 -18.71
-182.48 -19.23 -22.67
-184.6 -13.57 -24.11
-188.68 -14.48 -20.52
-187.6 -3.99 -24.29
-193.43 -4.95 -19.65
-169.39 -5.47 -36.2
-172.92 -2.27 -34.15
-178.63 -1.19 40.43
-182.54 -4.6 38.12
-178.77 -8.55 39.49
-180.88 -12.1 37.45
-184.09 -16.24 33.82
-188.07 -14.53 31.91
-180.34 -20.77 33.95
-174.41 -23.33 35.77
-179.91 -25.7 30.62
-187.95 -24.65 25.43
-179.87 -28.74 27.82
-181.19 -29.8 25.44
-182.55 -31.43 22.16
-186.3 -31.3 17.81
-180.62 -34.1 19.13
-180.2 -35.64 15.17
-177.48 -37.89 11.74
-185.97 -33.86 8.99
-178.7 -37.64 6.61
-177.56 -38.2 2.89
-171.65 -40.42 0.34
-177.87 -36.87 -1.93
-179.5 -35.16 -5.75
-182.74 -31.81 -8.71
-167.8 -39.28 -9.99
-170.17 -35.07 -15.84
-170.96 -31.6 -20.2
-185.92 -24.81 -15.13
-179.81 -24.44 -20.94
-175 -26.42 -22.77
-174.71 -14.95 -30.38
-172.08 -21.1 -28.94
-178.64 -14.23 -28.12
-183.97 -8.8 -26.13
-167.82 -13.38 -35.35
-172.12 -9.8 -33.56
-161.95 -6.33 -40.45
-178.58 -2.41 -30.69
-174.59 -1.01 42.39
-175.64 -6.9 41.17
-171.87 -10.54 42.32
-174.04 -13.82 40.36
-176.09 -16.18 38.66
-170 -19.25 40.1
-166.39 -24.61 38.54
-171.85 -22.15 37.74
-168.28 -27.68 35.58
-176.21 -25.68 32.92
-173.12 -30.01 30.86
-173.91 -32.18 27.97
-172.71 -34.84 25.06
-176.7 -34.23 22.84
-173.79 -37.34 19.28
-174.52 -38.24 15.91
-169.59 -40.88 13.55
-167.93 -42.15 10.41
-166.09 -43.14 6.21
-171.27 -41.01 4.81
-165.74 -43.12 1.54
-171.45 -39.7 -3.43
-172.12 -38.33 -6.91
-176.38 -34.99 -9.8
-164.75 -39.5 -13.03
-165.27 -36.83 -17.55
-164.96 -34.45 -21.34
-175.71 -30.12 -18.23
-167.96 -26.83 -27.32
-174.22 -23.41 -25.84
-166.63 -23.42 -30.79
-164.86 -20.51 -34.03
-169.88 -16.98 -32.43
-160.21 -13.31 -39.76
-165.09 -9.81 -37.97
-176.05 -8.08 -31.57
-157.22 -9.68 -42.41
-165.93 -2.05 -38.49
-168.12 -2.84 44.99
-171.49 -4.66 43.52
-165.41 -7.86 45.57
-168.09 -10.24 43.99
-168.46 -16.29 42.12
-164.83 -15.82 43.69
-164.33 -22.18 40.96
-160.41 -27.02 39.54
-163.23 -28.94 36.89
-170.12 -29.2 33.34
-163.5 -32.58 33.25
-166.25 -33.66 30.61
-165.4 -38.08 24.86
-169.19 -38.02 22.1
-163.47 -41.02 20.59
-167.89 -40.27 18.06
-163.65 -42.74 14.88
-161.6 -44.63 9.76
-154.98 -47.3 8.67
-159.17 -45.81 5.36
-159.78 -45.57 1.44
-157.57 -46.1 -2.44
-157.59 -45.29 -6.28
-164.55 -42.04 -6.54
-159.51 -41.18 -15
-158.94 -39.21 -19.08
-158.73 -36.92 -22.77
-168.88 -29.72 -23.97
-156.63 -34.95 -26.67
-162.31 -29.48 -28.77
-161.15 -26.77 -32.11
