Gene name	Crypt_mean	V1_mean	V2_mean	V3_mean	V4_mean	V5_mean	V6_mean	Crypt_SEM	V1_SEM	V2_SEM	V3_SEM	V4_SEM	V5_SEM	V6_SEM	p-value	q-value
Cep126	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
1700128F08Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Trpc6	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Pgr	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm16485	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Arhgap42	0.000022	0.000032	0.000046	0.000053	0.000046	0.000034	0.000027	0.000004	0.000004	0.000007	0.000011	0.000006	0.000006	0.000007	1.299541e-01	2.037135e-02
Gm16833	0.000001	0.000001	0.000000	0.000000	0.000001	0.000001	0.000002	0.000001	0.000001	0.000000	0.000000	0.000001	0.000001	0.000002	6.508364e-01	6.928493e-02
Cntn5	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm29176	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Jrkl	0.000014	0.000009	0.000009	0.000009	0.000007	0.000013	0.000006	0.000003	0.000002	0.000003	0.000004	0.000002	0.000004	0.000003	6.764636e-01	7.112038e-02
Ccdc82	0.000003	0.000000	0.000001	0.000003	0.000001	0.000003	0.000002	0.000001	0.000000	0.000001	0.000003	0.000001	0.000002	0.000002	7.606045e-01	7.667634e-02
Phxr4	0.000001	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	NaN	NaN
Gm17571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Maml2	0.000001	0.000001	0.000001	0.000000	0.000000	0.000000	0.000000	0.000001	0.000001	0.000001	0.000000	0.000000	0.000000	0.000000	6.318906e-01	6.793664e-02
Mtmr2	0.000025	0.000014	0.000014	0.000003	0.000010	0.000001	0.000003	0.000003	0.000002	0.000003	0.000002	0.000002	0.000001	0.000002	5.423189e-04	1.597131e-04
Cep57	0.000023	0.000008	0.000001	0.000016	0.000002	0.000004	0.000000	0.000003	0.000002	0.000001	0.000006	0.000001	0.000003	0.000000	4.449761e-05	1.555894e-05
Fam76b	0.000015	0.000012	0.000011	0.000019	0.000011	0.000007	0.000012	0.000002	0.000002	0.000003	0.000007	0.000003	0.000003	0.000005	3.261869e-01	4.235358e-02
Sesn3	0.000007	0.000002	0.000004	0.000003	0.000007	0.000003	0.000004	0.000002	0.000001	0.000002	0.000003	0.000002	0.000002	0.000003	6.436266e-01	6.867228e-02
Endod1	0.000014	0.000010	0.000004	0.000012	0.000003	0.000003	0.000006	0.000002	0.000002	0.000002	0.000005	0.000001	0.000002	0.000003	2.536124e-01	3.476007e-02
Kdm4d	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Cwc15	0.000093	0.000056	0.000068	0.000043	0.000060	0.000051	0.000042	0.000006	0.000005	0.000007	0.000011	0.000006	0.000008	0.000009	1.695462e-01	2.524365e-02
Amotl1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Piwil4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm10706	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Fut4	0.000007	0.000007	0.000006	0.000004	0.000012	0.000009	0.000002	0.000002	0.000002	0.000002	0.000003	0.000003	0.000003	0.000002	1.227478e-01	1.945806e-02
1700012B09Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Ankrd49	0.000013	0.000005	0.000005	0.000000	0.000003	0.000000	0.000005	0.000003	0.000001	0.000002	0.000000	0.000001	0.000000	0.000003	2.348067e-01	3.273656e-02
Mre11a	0.000012	0.000002	0.000002	0.000002	0.000004	0.000005	0.000000	0.000002	0.000001	0.000001	0.000002	0.000001	0.000003	0.000000	3.245733e-01	4.219683e-02
Gm16302	0.000000	0.000000	0.000000	0.000000	0.000001	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000001	0.000000	7.124449e-01	7.350490e-02
Gpr83	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Izumo1r	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Panx1	0.000029	0.000036	0.000047	0.000044	0.000032	0.000029	0.000010	0.000004	0.000004	0.000006	0.000011	0.000005	0.000006	0.000004	2.680084e-04	8.348632e-05
Hephl1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Vstm5	0.000013	0.000020	0.000003	0.000002	0.000006	0.000002	0.000005	0.000002	0.000003	0.000002	0.000002	0.000002	0.000001	0.000003	1.342366e-07	6.241687e-08
Med17	0.000014	0.000010	0.000006	0.000007	0.000008	0.000004	0.000001	0.000002	0.000002	0.000002	0.000004	0.000003	0.000002	0.000001	1.557324e-01	2.360140e-02
4931406C07Rik	0.000071	0.000210	0.000335	0.000280	0.000290	0.000222	0.000135	0.000006	0.000011	0.000019	0.000026	0.000015	0.000016	0.000018	1.102000e-16	9.315615e-17
Taf1d	0.000059	0.000021	0.000008	0.000002	0.000010	0.000008	0.000015	0.000005	0.000003	0.000002	0.000002	0.000003	0.000003	0.000005	1.550829e-04	5.018475e-05
Cep295	0.000021	0.000007	0.000002	0.000005	0.000002	0.000002	0.000000	0.000003	0.000002	0.000001	0.000003	0.000001	0.000001	0.000000	2.604695e-02	5.292733e-03
Smco4	0.000056	0.000032	0.000038	0.000025	0.000020	0.000006	0.000000	0.000005	0.000003	0.000005	0.000007	0.000003	0.000002	0.000000	1.361133e-13	9.518619e-14
Ccdc67	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Slc36a4	0.000000	0.000000	0.000000	0.000000	0.000001	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000001	0.000000	2.175405e-01	3.082609e-02
Mtnr1b	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Fat3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm5611	0.000012	0.000004	0.000002	0.000000	0.000001	0.000000	0.000000	0.000002	0.000001	0.000001	0.000000	0.000001	0.000000	0.000000	2.715218e-03	7.012056e-04
Chordc1	0.000031	0.000025	0.000024	0.000023	0.000018	0.000017	0.000003	0.000004	0.000003	0.000004	0.000007	0.000004	0.000005	0.000002	2.814139e-03	7.242950e-04
Naalad2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Ubtfl1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm5612	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Mbd3l2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Zfp558	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	NaN	NaN
Mbd3l1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Muc16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr24	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr828	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr829	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr830	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr831-ps1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr832	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr834	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr835	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr836	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr843	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr844	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr845	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr846	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr847	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr849	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr850	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr851	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr854	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr855	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Zfp317	0.000014	0.000005	0.000007	0.000004	0.000005	0.000004	0.000008	0.000003	0.000002	0.000002	0.000002	0.000001	0.000002	0.000003	7.453707e-01	7.580375e-02
Olfr857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr58	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr859	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr860	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr862	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr77	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm7808	0.000005	0.000005	0.000002	0.000003	0.000001	0.000000	0.000000	0.000001	0.000002	0.000001	0.000003	0.000001	0.000000	0.000000	7.287693e-02	1.252736e-02
Olfr866	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr867	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr868	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr869	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr870	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr871	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr872	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr39	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr873	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Olfr18	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Zfp560	0.000018	0.000019	0.000016	0.000015	0.000011	0.000003	0.000006	0.000002	0.000003	0.000004	0.000006	0.000002	0.000002	0.000003	1.793666e-02	3.823821e-03
Gm26733	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	NaN	NaN
Zfp26	0.000008	0.000005	0.000003	0.000011	0.000006	0.000007	0.000000	0.000002	0.000001	0.000001	0.000005	0.000002	0.000003	0.000000	2.198512e-02	4.567332e-03
Zfp426	0.000009	0.000005	0.000003	0.000008	0.000007	0.000003	0.000003	0.000002	0.000001	0.000002	0.000005	0.000003	0.000002	0.000002	7.379797e-01	7.528002e-02
Zfp266	0.000015	0.000012	0.000014	0.000017	0.000010	0.000011	0.000007	0.000002	0.000002	0.000004	0.000006	0.000002	0.000004	0.000003	3.324626e-01	4.296328e-02
Zfp846	0.000002	0.000005	0.000004	0.000000	0.000002	0.000001	0.000000	0.000001	0.000002	0.000002	0.000000	0.000001	0.000001	0.000000	4.826834e-02	8.870550e-03
Fbxl12os	0.000000	0.000001	0.000000	0.000000	0.000001	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000001	0.000000	5.449346e-01	6.135927e-02
Gm26521	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	1.364622e-02	2.995145e-03
Fbxl12	0.000006	0.000006	0.000004	0.000004	0.000008	0.000010	0.000002	0.000001	0.000002	0.000002	0.000003	0.000002	0.000003	0.000002	2.790790e-01	3.745925e-02
Ubl5	0.000400	0.000457	0.000436	0.000454	0.000314	0.000215	0.000235	0.000014	0.000014	0.000020	0.000030	0.000015	0.000016	0.000023	1.102000e-16	9.315615e-17
Pin1	0.000080	0.000039	0.000039	0.000034	0.000030	0.000023	0.000021	0.000006	0.000004	0.000006	0.000008	0.000004	0.000005	0.000007	2.328118e-01	3.251401e-02
Olfm2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Col5a3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Rdh8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
A230050P20Rik	0.000003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Angptl6	0.000002	0.000002	0.000001	0.000000	0.000002	0.000000	0.000002	0.000001	0.000001	0.000001	0.000000	0.000001	0.000000	0.000002	4.985879e-01	5.786778e-02
Ppan	0.000030	0.000006	0.000003	0.000000	0.000002	0.000002	0.000001	0.000003	0.000002	0.000001	0.000000	0.000001	0.000001	0.000001	2.697284e-02	5.460470e-03
Eif3g	0.000117	0.000058	0.000034	0.000028	0.000031	0.000013	0.000009	0.000007	0.000005	0.000005	0.000009	0.000005	0.000004	0.000004	6.100609e-11	3.684182e-11
Dnmt1	0.000031	0.000003	0.000000	0.000002	0.000002	0.000000	0.000000	0.000004	0.000001	0.000000	0.000002	0.000001	0.000000	0.000000	2.640002e-01	3.585030e-02
S1pr2	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Mrpl4	0.000083	0.000078	0.000066	0.000030	0.000028	0.000025	0.000013	0.000006	0.000005	0.000009	0.000008	0.000004	0.000005	0.000004	5.551115e-16	4.537778e-16
Icam1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Icam4	0.000000	0.000000	0.000001	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000002	0.000000	0.000000	0.000000	4.728983e-01	5.578941e-02
Icam5	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm26592	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Zglp1	0.000001	0.000001	0.000000	0.000000	0.000001	0.000000	0.000003	0.000001	0.000001	0.000000	0.000000	0.000001	0.000000	0.000003	3.434555e-01	4.404493e-02
Fdx1l	0.000076	0.000050	0.000017	0.000011	0.000005	0.000006	0.000003	0.000006	0.000005	0.000004	0.000005	0.000002	0.000003	0.000002	1.102000e-16	9.315615e-17
Raver1	0.000055	0.000033	0.000031	0.000031	0.000018	0.000015	0.000015	0.000005	0.000004	0.000005	0.000009	0.000004	0.000004	0.000005	1.428944e-01	2.201307e-02
1700084C06Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Tyk2	0.000008	0.000015	0.000015	0.000006	0.000009	0.000013	0.000002	0.000002	0.000002	0.000003	0.000004	0.000003	0.000004	0.000002	7.601838e-02	1.297245e-02
Cdc37	0.000114	0.000090	0.000051	0.000038	0.000036	0.000039	0.000038	0.000007	0.000006	0.000006	0.000008	0.000005	0.000006	0.000008	7.656323e-08	3.620450e-08
Pde4a	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Keap1	0.000035	0.000038	0.000046	0.000049	0.000035	0.000024	0.000012	0.000004	0.000004	0.000007	0.000011	0.000005	0.000006	0.000005	1.177496e-03	3.276510e-04
S1pr5	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Atg4d	0.000047	0.000060	0.000066	0.000058	0.000067	0.000064	0.000047	0.000005	0.000005	0.000008	0.000012	0.000007	0.000009	0.000010	5.670071e-01	6.298144e-02
Kri1	0.000014	0.000009	0.000003	0.000006	0.000002	0.000001	0.000000	0.000002	0.000002	0.000001	0.000004	0.000001	0.000001	0.000000	1.495615e-03	4.071433e-04
Cdkn2d	0.000012	0.000003	0.000007	0.000003	0.000003	0.000005	0.000000	0.000002	0.000001	0.000002	0.000003	0.000001	0.000002	0.000000	1.444071e-01	2.219414e-02
Ap1m2	0.000047	0.000046	0.000045	0.000040	0.000034	0.000015	0.000015	0.000004	0.000004	0.000006	0.000009	0.000005	0.000004	0.000005	1.013349e-03	2.851015e-04
Slc44a2	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Ilf3	0.000023	0.000006	0.000001	0.000002	0.000003	0.000001	0.000000	0.000003	0.000002	0.000001	0.000002	0.000001	0.000001	0.000000	2.721176e-03	7.024266e-04
Gm16853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Qtrt1	0.000012	0.000001	0.000000	0.000000	0.000000	0.000002	0.000000	0.000002	0.000001	0.000000	0.000000	0.000000	0.000002	0.000000	5.603492e-01	6.250332e-02
Dnm2	0.000042	0.000047	0.000070	0.000092	0.000086	0.000100	0.000110	0.000004	0.000004	0.000007	0.000016	0.000007	0.000012	0.000016	4.100067e-04	1.233783e-04
Tmed1	0.000021	0.000003	0.000000	0.000000	0.000001	0.000000	0.000002	0.000003	0.000001	0.000000	0.000000	0.000001	0.000000	0.000002	8.422202e-02	1.414413e-02
AB124611	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Carm1	0.000015	0.000015	0.000005	0.000005	0.000007	0.000003	0.000004	0.000002	0.000003	0.000002	0.000003	0.000002	0.000002	0.000002	1.124879e-02	2.518875e-03
Yipf2	0.000009	0.000009	0.000007	0.000007	0.000008	0.000006	0.000010	0.000002	0.000002	0.000002	0.000004	0.000002	0.000003	0.000005	9.302267e-01	8.806418e-02
1810026J23Rik	0.000024	0.000015	0.000013	0.000010	0.000007	0.000002	0.000000	0.000003	0.000002	0.000003	0.000005	0.000002	0.000001	0.000000	8.000641e-04	2.291596e-04
Smarca4	0.000082	0.000051	0.000031	0.000029	0.000025	0.000020	0.000015	0.000006	0.000004	0.000005	0.000008	0.000004	0.000005	0.000005	1.783934e-05	6.554765e-06
Gm26511	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	7.755224e-01	7.774309e-02
Ldlr	0.000028	0.000025	0.000006	0.000007	0.000004	0.000001	0.000001	0.000003	0.000004	0.000002	0.000004	0.000002	0.000001	0.000001	5.262457e-14	3.784404e-14
Spc24	0.000083	0.000006	0.000001	0.000000	0.000003	0.000004	0.000008	0.000007	0.000002	0.000001	0.000000	0.000001	0.000002	0.000005	5.514784e-02	9.913090e-03
Kank2	0.000001	0.000001	0.000002	0.000000	0.000001	0.000000	0.000000	0.000000	0.000001	0.000001	0.000000	0.000001	0.000000	0.000000	5.140390e-01	5.910426e-02
Dock6	0.000003	0.000007	0.000007	0.000009	0.000015	0.000014	0.000011	0.000001	0.000002	0.000002	0.000005	0.000003	0.000005	0.000005	6.652575e-01	7.034123e-02
Angptl8	0.000004	0.000007	0.000011	0.000001	0.000002	0.000002	0.000000	0.000001	0.000002	0.000003	0.000001	0.000001	0.000002	0.000000	2.084589e-04	6.610843e-05
Rab3d	0.000006	0.000004	0.000001	0.000003	0.000002	0.000002	0.000000	0.000002	0.000001	0.000001	0.000002	0.000001	0.000002	0.000000	2.819424e-01	3.774156e-02
Tmem205	0.000064	0.000112	0.000075	0.000049	0.000033	0.000017	0.000014	0.000006	0.000008	0.000009	0.000010	0.000005	0.000004	0.000004	1.102000e-16	9.315615e-17
Ccdc159	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Plppr2	0.000001	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.463112e-02	8.324017e-03
Swsap1	0.000002	0.000004	0.000001	0.000000	0.000002	0.000000	0.000000	0.000001	0.000001	0.000001	0.000000	0.000001	0.000000	0.000000	1.010583e-02	2.288002e-03
Epor	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Rgl3	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	8.019503e-01	7.942052e-02
Ccdc151	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Prkcsh	0.000080	0.000076	0.000104	0.000096	0.000103	0.000133	0.000122	0.000006	0.000006	0.000010	0.000012	0.000008	0.000014	0.000016	1.209033e-02	2.685653e-03
Elavl3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Zfp653	0.000001	0.000002	0.000000	0.000000	0.000000	0.000002	0.000000	0.000001	0.000001	0.000000	0.000000	0.000000	0.000001	0.000000	2.446830e-01	3.383709e-02
Gm16845	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
